,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,URL,Employer est.,Per hour,Min Salary,Max Salary,Avg Salary,State,Companys Age,MachineLearning,python,power bi,big data,sql,Refined Title,Seniority
668,"Sr. Business Intelligence Engineer, Product Operations",$117K - $203K (Employer est.),"An ideal candidate will have excellent communication skills to be able to work with business owners to develop and define key business questions and to build……
Skills: Data mining, Management, Business intelligence, Military, SQL",3.7,Amazon.com Services LLC,"Sunnyvale, CA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/sr-business-intelligence-engineer-product-operations-amazon-com-services-llc-JV_IC1147442_KO0,52_KE53,76.htm?jl=1009333548505",1,0,117,203,160,CA,30,0,0,0,0,1,data engineer,senior
669,"Engineer, Business Intelligence & Analytics",$112K - $160K (Glassdoor est.),"Bachelor's degree in data Analytics, Data Science, Computer Science, or in a closely related field of study or equivalent.…
Skills: Computer science, Microsoft Excel, SAS, Tableau, SQL",3.4,"Amkor Technology, Inc.","Tempe, AZ",51 to 200 Employees,1968,Company - Private,Electronics Manufacturing,Manufacturing,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/engineer-business-intelligence-analytics-amkor-technology-inc-JV_IC1133917_KO0,40_KE41,61.htm?jl=1009378058426",0,0,112,160,136,AZ,56,0,0,0,0,1,data engineer,not applicable
670,Artificial Intelligence Product Analyst,$76K - $172K (Employer est.),"Experience creating Microsoft PowerPoint presentations, delivering client presentations, or drafting other deliverables to communicate complex technical and……
Skills: Jira, Microsoft Powerpoint, Process improvement, Product development, Systems engineering",4.2,Booz Allen,"Arlington, VA",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),"https://www.glassdoor.com/job-listing/artificial-intelligence-product-analyst-booz-allen-JV_IC1130337_KO0,39_KE40,50.htm?jl=1009363686067",1,0,76,172,124,VA,110,0,0,0,0,0,data analyst,not applicable
671,"Senior Data Scientist, Localization & Machine Translation",$177K - $265K (Employer est.),"Master’s or Ph.D. in a quantitative field such as computational linguistics, computer science, artificial intelligence, mathematics, cognitive science, or other……
Skills: Analysis skills, Machine learning, Natural language processing, Translation, AI",4.1,Salesforce,"San Francisco, CA",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/senior-data-scientist-localization-machine-translation-salesforce-JV_IC1147401_KO0,54_KE55,65.htm?jl=1009341123449",1,0,177,265,221,CA,25,1,0,0,0,0,data scientist,senior
672,"Financial Analyst, Financial Strategy & Planning",$82K - $100K (Employer est.),"Master’s degree in finance, statistics (modeling), management, public administration, business analytics, data science or related field with a minimum of one……
Skills: Statistical software, Power BI, Microsoft Excel, Microsoft Access, Oracle",4.3,University of Rhode Island,"Kingston, RI",1001 to 5000 Employees,1892,College / University,Colleges & Universities,Education,$100 to $500 million (USD),"https://www.glassdoor.com/job-listing/financial-analyst-financial-strategy-planning-university-of-rhode-island-JV_IC1151272_KO0,45_KE46,72.htm?jl=1009350481667",1,0,82,100,91,RI,132,0,0,1,0,0,data analyst,not applicable
673,Principal Data Scientist,$138K - $294K (Employer est.),"Leverages expert-level proficiency of big-data software engineering concepts, such as Hadoop Ecosystem, Apache Spark, continuous integration and continuous……
Skills: CI/CD, Sales, Spark, Data analysis skills, Research",4.2,Microsoft,United States,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/principal-data-scientist-microsoft-JV_KO0,24_KE25,34.htm?jl=1009377529237",1,0,138,294,216,US,49,0,0,0,0,0,data scientist,senior
674,Software Engineer - AI,$112K - $164K (Glassdoor est.),"Demonstrated understanding of industry standard design patterns and design principles. Bachelor of Science in either Computer Science, Computer Engineering, or……
Skills: Jira, CI/CD, Computer science, Azure, Operating systems",3.6,ASUS Computer International,"Hillsboro, OR",10000+ Employees,1989,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/software-engineer-ai-asus-computer-international-JV_IC1151603_KO0,20_KE21,48.htm?jl=1009351134967",0,0,112,164,138,OR,35,0,0,0,0,0,data engineer,not applicable
675,Senior Applied Scientist,$200K - $290K (Employer est.),"MS or PhD in Statistics, Mathematics, Computer Science or related field. Running regular benchmarking tests and perform statistical analysis, draw conclusions……
Skills: TensorFlow, Computer science, C#, Java, C++",4,UiPath,"Bellevue, WA",1001 to 5000 Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/senior-applied-scientist-uipath-JV_IC1150442_KO0,24_KE25,31.htm?jl=1009357196894",1,0,200,290,245,WA,19,0,0,0,0,0,applied scientist,senior
676,"Sr. Analyst, Data Science",$77K - $106K (Glassdoor est.),"Master’s degree or foreign degree equivalent in Business Analytics, Mathematics, Statistics, Computer Science, or related field of study plus 3 years of……
Skills: Power BI, R, Process improvement, SQL, Data analytics",3.6,Thermo Fisher Scientific,"Pittsburgh, PA",10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/sr-analyst-data-science-thermo-fisher-scientific-JV_IC1152990_KO0,23_KE24,48.htm?jl=1009339526898",0,0,77,106,91.5,PA,122,0,0,1,0,1,data scientist,senior
677,Principal Data Scientist,$192K - $242K (Glassdoor est.),"Strong interpersonal and communication skills in order to effectively contribute to technical teams and make presentations to a variety of technical and……
Skills: Statistics, Computer science, Management, Data structures, R",4.4,Intuit,"Mountain View, CA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/principal-data-scientist-intuit-JV_IC1147431_KO0,24_KE25,31.htm?jl=1009342367400",0,0,192,242,217,CA,41,0,0,0,0,0,data scientist,senior
678,"Data Scientist, Analytics",$110K - $130K (Employer est.),"Analyze data, build BI tools and develop financial models. At the federal level, marijuana is an illegal schedule 1 drug; therefore, we will not employ any……
Skills: AWS, S3, Data science",3.5,Axos Bank,"San Diego, CA",1001 to 5000 Employees,2000,Company - Public,Banking & Lending,Financial Services,$500 million to $1 billion (USD),"https://www.glassdoor.com/job-listing/data-scientist-analytics-axos-bank-JV_IC1147311_KO0,24_KE25,34.htm?jl=1009360615447",1,0,110,130,120,CA,24,0,0,0,0,0,data scientist,not applicable
679,"Sr Machine Learning Engineer, Computer Vision, ML Data Platform",$151K - $284K (Employer est.),"You will research, experiment, develop , and optimize CV algorithms/ models that u nderstan d, generate and enhance data for training state-of-the-art image and……
Skills: Computer vision, Machine learning, Data visualization, AI, Communication skills",4.2,Adobe,"San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/sr-machine-learning-engineer-computer-vision-ml-data-platform-adobe-JV_IC1147436_KO0,61_KE62,67.htm?jl=1009321087369",1,0,151,284,217.5,CA,42,1,0,0,0,0,data engineer,senior
680,Senior AI Software Engineer,$162K - $249K (Employer est.),"10+ years of overall work experience, preferably in computer programming languages, machine learning, algorithms, statistical methods, or a related field.…
Skills: TensorFlow, Computer science, Azure, Visual Studio, C#",4.1,Hewlett Packard,"Spring, TX",10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/senior-ai-software-engineer-hewlett-packard-JV_IC1140222_KO0,27_KE28,43.htm?jl=1009350163195",1,0,162,249,205.5,TX,85,1,0,0,0,0,artifical intelligence,senior
681,Manager & Sr. Data Scientist,$110K - $149K (Glassdoor est.),"Master's degree in Statistics, Mathematics, Decision Sciences, Actuarial Science or related analytical STEM field plus three years of experience, or PhD in……
Skills: Statistical software, Statistics, Research, Statistical analysis, Natural language processing",4.1,"The Travelers Companies, Inc.","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"https://www.glassdoor.com/job-listing/manager-sr-data-scientist-the-travelers-companies-inc-JV_IC1148399_KO0,25_KE26,53.htm?jl=1009367451265",0,0,110,149,129.5,CT,171,0,0,0,0,0,data scientist,senior
682,Principal AI / ML Architect,$235K - $265K (Employer est.),"Bachelor’s degree in Computer Science, Engineering, or a related technical discipline Master’s or PhD in Computer Science, AI, or a related field a preferred.…
Skills: TensorFlow, CI/CD, Elasticsearch, Azure, Kubernetes",3.7,Automation Anywhere,"San Jose, CA",1001 to 5000 Employees,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/principal-ai-ml-architect-automation-anywhere-JV_IC1147436_KO0,25_KE26,45.htm?jl=1009340648104",1,0,235,265,250,CA,21,0,0,0,0,0,artifical intelligence,senior
683,"Senior Scientist, Discovery Data Science - San Diego, CA",$104K - $167K (Employer est.),"PhD in data science or computational science, or other drug discovery related fields, with expert level training in data science, AI/ML and other in silico……
Skills: Machine learning, Data analytics, Predictive analytics, Data science, Data visualization",4.2,Johnson & Johnson,"San Diego, CA",10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/senior-scientist-discovery-data-science-san-diego-ca-johnson-johnson-JV_IC1147311_KO0,52_KE53,68.htm?jl=1009290690382",1,0,104,167,135.5,CA,137,1,0,0,0,0,data scientist,senior
684,"Decision Scientist, Product Analytics",$80K - $100K (Employer est.),"Bachelor’s degree in Analytics, Statistics, Economics or related field required. Own analytics requests and independent projects end-to-end under guidance from……
Skills: Spark, R, Data analysis skills, Git, Apache Hive",3.1,Ibotta,"Denver, CO",501 to 1000 Employees,2012,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/decision-scientist-product-analytics-ibotta-JV_IC1148170_KO0,36_KE37,43.htm?jl=1009371764633",1,0,80,100,90,CO,12,0,0,0,0,0,data analyst,not applicable
685,"Vice President, Data & Analytics",$104K - $170K (Glassdoor est.),"Stays up to date with the latest & best-in-class analytics tools and methodologies to solve complicated problems around marketing attribution and revenue……
Skills: Alteryx, Tableau, SQL, Attribution modeling, Data science",3.5,BNY Mellon,"Lake Mary, FL",10000+ Employees,1784,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),"https://www.glassdoor.com/job-listing/vice-president-data-analytics-bny-mellon-JV_IC1154234_KO0,29_KE30,40.htm?jl=1009234544404",0,0,104,170,137,FL,240,0,0,0,0,1,data analyst,head
686,Head of Biological Data Science,$170K - $211K (Employer est.),"Effectively collaborate with multi-disciplinary teams of translational and pre-clinical scientists on experimental design and analytical approaches to inform……
Skills: Biostatistics, R, AWS, Analysis skills, Machine learning",4.7,Epic Bio,"South San Francisco, CA",1 to 50 Employees,2018,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/head-of-biological-data-science-epic-bio-JV_IC1147412_KO0,31_KE32,40.htm?jl=1009339020722",1,0,170,211,190.5,CA,6,1,0,0,0,0,data scientist,head
687,"Senior Software Engineer, Machine Learning",$148K - $210K (Employer est.),"Collaborate with cross-functional teams and technical leads to define and refine technical specifications, taking ownership of design oversight, scoping and……
Skills: CI/CD, Go, Software deployment, Java, Machine learning",3.1,Verily,"Mountain View, CA",1001 to 5000 Employees,2015,Subsidiary or Business Segment,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/senior-software-engineer-machine-learning-verily-JV_IC1147431_KO0,41_KE42,48.htm?jl=1009363609166",1,0,148,210,179,CA,9,1,0,0,0,0,data engineer,senior
688,Associate Data Science Analyst-Kumar - Hematology,$75K - $112K (Employer est.),"Bachelor’s degree in a domain-relevant field such as engineering, mathematics, computer science, statistics, physics, data science, health science, or other……
Skills: Data mining, Customer service, Analysis skills, Supervising experience, Machine learning",3.9,Mayo Clinic,"Rochester, MN",10000+ Employees,--,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"https://www.glassdoor.com/job-listing/associate-data-science-analyst-kumar-hematology-mayo-clinic-JV_IC1142638_KO0,47_KE48,59.htm?jl=1009381892179",1,0,75,112,93.5,MN,--,1,0,0,0,0,data scientist,head
689,Director of Genetic Data Science,$191K - $230K (Employer est.),"7+ years of experience in data analytics / engineering / science, in the context of a high throughput clinical laboratory.…
Skills: Laboratory experience, Clinical laboratory experience, Analysis skills, Medical billing, Data analytics",2.4,GeneDx,"Gaithersburg, MD",201 to 500 Employees,--,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$5 to $25 million (USD),"https://www.glassdoor.com/job-listing/director-of-genetic-data-science-genedx-JV_IC1153852_KO0,32_KE33,39.htm?jl=1009353796721",1,0,191,230,210.5,MD,--,0,0,0,0,0,data scientist,not applicable
690,"Lead Analyst, Digital Analytics",$78K - $127K (Employer est.),"You will own the implementation of data science solutions and lead automation of commonly occurring requests. You will consult on leveraging automation and data……
Skills: Microsoft Powerpoint, Tableau, SQL, Analysis skills, Customer relationship management",3.6,Dentsu Global Services,"Atlanta, GA",5001 to 10000 Employees,--,Company - Public,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/lead-analyst-digital-analytics-dentsu-global-services-JV_IC1155583_KO0,30_KE31,53.htm?jl=1009380450156",1,0,78,127,102.5,GA,--,0,0,0,0,1,data analyst,head
